created_at,twitter_id,text,user_id,user_name,screen_name,followers_count,friends_count,profile_image,retweet_count,favorite_count,lang,latitude,longitude,place_type,place_name,place_full_name,country_code,country,disaster_type,date
2019-08-01 09:03:19,1156852901706457090,"RT @ChrisEvans: Wow. The complete lack of sympathy, respect, and general awareness is astonishing. Also, I would carry my kid through fire if it meant escaping hell. https://t.co/FPt9gJOuEA",825543543569707008,Estrella Cibreiro,ECibreiro,30,114,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,63001,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:19,1156852901568032768,"RT @ChrisEvans: Wow. The complete lack of sympathy, respect, and general awareness is astonishing. Also, I would carry my kid through fire if it meant escaping hell. https://t.co/FPt9gJOuEA",22532517,MauroC,MauroClm,112,318,http://pbs.twimg.com/profile_images/86186832/smerillo2_normal.JPG,63001,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:19,1156852901442179073,@LadyAerin If you take the Bible literally then the world isn't old enough for Dinosaurs to have existed. Also they didn't die in a flood. https://t.co/uRvT4e8r3J,364194483,James Garside,jamesgarside_,15378,3427,http://pbs.twimg.com/profile_images/723955495598436352/8kFXJXMb_normal.jpg,0,0,en,,,,,,,,flood,2019-08-01
2019-08-01 09:03:18,1156852896832638978,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",423803502,~JOKA WITH'A  A~,RMSJOKA,1465,1258,http://pbs.twimg.com/profile_images/1104060593915473920/AqM3q1dQ_normal.jpg,62484,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:18,1156852896748724224,Monitoring the local river levels in Braithwaite for the flood group on 01 Aug 2019 10:03 https://t.co/DSFLvnXPwd,3362182379,CA125SY,CA125SY,56,6,http://pbs.twimg.com/profile_images/618002457155796992/2cFP0cBE_normal.jpg,0,0,en,,,,,,,,flood,2019-08-01
2019-08-01 09:03:18,1156852895922315265,"RT @AskAnshul: Yesterday:

1. Palwal: Cow smugglers killed Gopal as he attempted to rescue stolen cattle #GopalLynched

2. Alwar: Cow smugglers opened fire at the Villagers

Few days ago:

3. Bengal: BSF jawan Rehman loses hand in bomb attack by cow smugglers

Shhhh kuch mat bolo Secularism hai",610569656,Nirmal Patidar,nik_patidar,95,59,http://pbs.twimg.com/profile_images/1102027171432808448/UF4hG6Nr_normal.jpg,795,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:18,1156852895364464641,"RT @rashadrobinson: Protestors are yelling ""Fire Pantaleo,"" and they're right. Eric Garner was killed 5 years ago, and Pantaleo is still employed by the NYPD. Not only does he need to be held accountable, but these candidates also must now present a real vision for criminal justice reform #DemDebate",31946653,Brenda Elia Lara,BrendaEliaLara1,137,289,http://pbs.twimg.com/profile_images/1142970894949572608/bpBh2WC3_normal.jpg,897,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:17,1156852894068441089,RT @edisznn: when you realize that the song you always skipped was actually fire https://t.co/pA96Bgy1qn,1056848988228341761,sof • YERIANA #ITzICY,hunkkuras,140,666,http://pbs.twimg.com/profile_images/1153648264203210753/nP9WwJeS_normal.jpg,49798,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:17,1156852893758021633,"RT @1984to1776: Water world Tsunami injuring many in Yanbian, Manchuria. The operator got drunk and turned the wave magnitude to maximum level. https://t.co/PjKTBelPRA",785017997362462720,Patelo_Santana,muqri_nasir,185,175,http://pbs.twimg.com/profile_images/983366203459624960/mupe9HG3_normal.jpg,127082,0,en,,,,,,,,tsunami,2019-08-01
2019-08-01 09:03:17,1156852892537630720,"RT @shymonie_: ninguém tá falando do Jm ter tornado o 1º ato coreano na história a ter 3 msc solo superando 50M de streams no spotify então eu vou falar JIMIN TEM O 1º ATO COREANO NA HISTÓRIA A TER 3 MÚSICAS SOLOS SUPERANDO 50M DE STREAM NO SPOTIFY CARAMBA LENDA VIVA
 https://t.co/W9LxG0reLu",1074405842127081472,isaa,bellvbts,2546,3707,http://pbs.twimg.com/profile_images/1150189045454114818/q4MlKxp-_normal.jpg,595,0,pt,,,,,,,,tornado,2019-08-01
2019-08-01 09:03:17,1156852892441161729,Güne the Doors'un Riders on the Storm şarkısıyla uyandım günün devamı harika geçecek.,1012676418587721728,Ersin Akden,ersinakden,49,117,http://pbs.twimg.com/profile_images/1155456992875556864/GcbNmmeh_normal.jpg,0,0,tr,,,,,,,,storm,2019-08-01
2019-08-01 09:03:17,1156852891728039936,"RT @KellysRash1: Where there’s smoke, there’s fire, but IS THERE chlamydia? #SouthernCharm",1139267964178276352,Drea,morticia1996,11,90,http://pbs.twimg.com/profile_images/1151184649156038656/quostRXM_normal.jpg,1,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:17,1156852891547832321,"RT @Woodbank_Office: Throwback to last month when it was a lot warmer and not a flood in sight! Our summer barbecue at @DidsburyHouse was a great afternoon of music and games in the sun 😀 
#tbt #throwbackthursday https://t.co/7BPqJJOody",2827238189,Didsbury House & Eleven Didsbury Park,DidsburyHouse,1837,440,http://pbs.twimg.com/profile_images/1130800449181892608/htNzvjFB_normal.png,1,0,en,,,,,,,,flood,2019-08-01
2019-08-01 09:03:16,1156852889207418880,"RT @1984to1776: Water world Tsunami injuring many in Yanbian, Manchuria. The operator got drunk and turned the wave magnitude to maximum level. https://t.co/PjKTBelPRA",4187073076,borderline,titou_ave,175,162,http://pbs.twimg.com/profile_images/1155615149962735621/2V0HNCX7_normal.jpg,127082,0,en,,,,,,,,tsunami,2019-08-01
2019-08-01 09:03:16,1156852888066560000,@BengtHojer Vänta till hon spyr av sjösjuka eller vinden avtar alt storm.  Då hämtar eldriven helikopter henne 😁😁,498996449,T_w,u_wake,347,891,http://pbs.twimg.com/profile_images/439515248509595648/mjj6iseH_normal.jpeg,0,0,sv,,,city,Krakow,"Krakow, Poland",PL,Poland,storm,2019-08-01
2019-08-01 09:03:15,1156852886128586752,"RT @ArmyBrigade13: ARMY STREAMING

ARMY these videos are close to milestones. Please make sure you have them on a playlist:

🎯50M
N.O.
Epiphany
MOTS: Persona

🎯100M
No More Dream
Daydream

🎯200M
War of Hormone

🎯500M
Boy With Luv
Dope
BST

🎯600M
Fire

🎯800M
DNA

#MTVHottest BTS @BTS_twt",1009714959587033088,Lovely with LUV💜,bngtnbaby,319,1092,http://pbs.twimg.com/profile_images/1137750849763987456/Rt_NbaCv_normal.jpg,885,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:15,1156852884446896128,"RT @jonlis1: If you set fire to a country, it will burn. If you throw money at it, that will also burn. This is the most sadistic government of modern times https://t.co/pO04q2PN00",36045950,Peter English #FBPE,petermbenglish,3680,2493,http://pbs.twimg.com/profile_images/825787074368270337/8lORTIVq_normal.jpg,38,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:15,1156852884044222464,"RT @LeventUzumcu: Flood deyip geçme, oku, okut. https://t.co/9Kq8LJALtS",288110871,Cem Barut,Cem_Barut_65,22,59,http://pbs.twimg.com/profile_images/1326044249/CBDG090009_edited_normal.JPG,419,0,tr,,,,,,,,flood,2019-08-01
2019-08-01 09:03:15,1156852883968733184,"RT @Johnludds: Paddy Crerand has been a United Legend since he first pulled on the red shirt back in 1963. He's fought the cause more than anybody. Cantona, for one sticks in the memory. Stood on the Old Trafford forecourt the day after fighting fire with fire. Wish we had more like him.",26341112,Steve Mercer,steveomufc,13757,9673,http://pbs.twimg.com/profile_images/2220906190/431118_349629098413309_224192474290306_983166_2003783844_n_normal.jpg,13,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:15,1156852883767406592,"The fire at a recycling centre in Stourbridge has been put out, but roads remain closed: https://t.co/q454UEp8FD https://t.co/xYWzmNTNNY",17633923,BBC Midlands Today,bbcmtd,357374,1049,http://pbs.twimg.com/profile_images/1151094455040204800/5V-1GLtm_normal.jpg,0,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:15,1156852882383278080,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",483595488,CoCo,coltonjinks,748,397,http://pbs.twimg.com/profile_images/1153359806452961281/hSZ_ZV3X_normal.jpg,62484,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:13,1156852875831709696,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",1390511617,Gary King,PierreCrmb,244,129,http://pbs.twimg.com/profile_images/1141054874349723656/ztmeCr_2_normal.jpg,62484,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:13,1156852875605225472,"RT @shymonie_: ninguém tá falando do Jm ter tornado o 1º ato coreano na história a ter 3 msc solo superando 50M de streams no spotify então eu vou falar JIMIN TEM O 1º ATO COREANO NA HISTÓRIA A TER 3 MÚSICAS SOLOS SUPERANDO 50M DE STREAM NO SPOTIFY CARAMBA LENDA VIVA
 https://t.co/W9LxG0reLu",1140278512345124864,a🏳️‍🌈,jeonvf,220,225,http://pbs.twimg.com/profile_images/1155396584433229825/M8Ll40iB_normal.jpg,595,0,pt,,,,,,,,tornado,2019-08-01
2019-08-01 09:03:12,1156852873109655553,RT @MerielDurand: @carolecadwalla The training I received at the BBC included ‘what to do in the event that Anneka Rice’s hair is on fire’. Sadly there wasn’t a section on ‘what to do if democracy implodes.’ Remiss it turns out.,503581872,Rae Snape #GorgeouslyExhausting #OnlyConnect 🙋‍♀️,RaeSnape,11041,12056,http://pbs.twimg.com/profile_images/1140282043760353280/SGBGgHuH_normal.jpg,5,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:12,1156852871578759168,RT @edisznn: when you realize that the song you always skipped was actually fire https://t.co/pA96Bgy1qn,492446049,Dallas,saskasa97,1219,887,http://pbs.twimg.com/profile_images/877514379088072704/bk7ZJZ62_normal.jpg,49798,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:12,1156852869913440259,"RT @ChrisEvans: Wow. The complete lack of sympathy, respect, and general awareness is astonishing. Also, I would carry my kid through fire if it meant escaping hell. https://t.co/FPt9gJOuEA",3948658152,Nicnac,nicsnacc,188,168,http://pbs.twimg.com/profile_images/1127625224999002113/C5pUDABE_normal.jpg,63001,0,en,,,,,,,,fire,2019-08-01
